,0
6581,Efeito cont\'agio da operaç\~ao carne fraca sobre o valor das aç\~oes dos principais players do mercado de prote\'inas do Brasil e do M\'exico
6582,Are We Really Protected? An Investigation into the Play Protect Service
6583,Real-time Detection of Passive Backdoor Behaviors on Android System
6584,Techniques for advanced android malware triage
6585,"Breaking into the vault: Privacy, security and forensic analysis of Android vault applications"
6586,"The workplace engagement economy where HR, social, mobile, and tech collide"
6587,Report reveals scope of US antibiotic resistance threat.
6588,Opening the Blackbox of VirusTotal: Analyzing Online Phishing Scan Engines
6589,Explaining and Harnessing Adversarial Examples
6590,Intriguing properties of neural networks
6591,Compressed Sensing
6592,Detection of malicious code by applying machine learning classifiers on static features: A state-of-the-art survey
6593,Unknown Malcode Detection Using OPCODE Representation
6594,Google Android: A State-of-the-Art Review of Security Mechanisms
6595,"Intrusion detection for mobile devices using the knowledge-based, temporal abstraction method"
6596,Enhancing security of linux-based android devices
6597,Unknown malcode detection via text categorization and the imbalance problem
6598,Language-based security on Android
6599,Mobile phones: the next frontier for hackers?
6600,Securing Android-Powered Mobile Devices Using SELinux
6601,Security aspects of mobile phone virus: a critical survey
6602,Discovering attribute dependence in databases by integrating symbolic learning and statistical analysis techniques
6603,From desktop to mobile: Examining the security experience
6604,Measuring integrity on mobile phone systems
6605,Is It Finally Time to Worry about Mobile Malware?
6606,Molecular classification of cancer: class discovery and class prediction by gene expression monitoring.
6607,Google Android: A Comprehensive Security Assessment
6608,Classification by Voting Feature Intervals
6609,Embedded devices next on the virus target list
6610,A Brief Introduction to Boosting
6611,A Mathematical Theory of Communication
6612,A methodology for the fast identification and monitoring of microplastics in environmental samples using random decision forest classifiers
6613,Improve iPhone Privacy Settings with these Two Easy Steps
6614,Elements of Information Theory
6615,A New Android Malware Detection Approach Using Bayesian Classification
6616,Semantics-Aware Android Malware Classification Using Weighted Contextual API Dependency Graphs
6617,Dendroid: A text mining approach to analyzing and classifying code structures in Android malware families
6618,DroidMiner: Automated Mining and Characterization of Fine-grained Malicious Behaviors in Android Applications
6619,Fast and Accurate Sentiment Classification Using an Enhanced Naive Bayes Model
6620,Augmenting Naive Bayes Classifiers with Statistical Language Models
6621,Bayesian reasoning and machine learning
6622,Enhancing naive bayes with various smoothing methods for short text classification
6623,The application of naive Bayes model averaging to predict Alzheimer's disease from genome-wide data
6624,Boosted Bayesian network classifiers
6625,Linguistic Techniques to Improve the Performance of Automatic Text Categorization
6626,Global Cyberspace Is Safer than You Think: Real Trends in Cybercrime
6627,Semantic search and interaction
6628,"Self-determination theory and the facilitation of intrinsic motivation, social development, and well-being."
6629,"The moderator-mediator variable distinction in social psychological research: conceptual, strategic, and statistical considerations."
6630,Intrinsic Motivation and Self-Determination in Human Behavior
6631,"The ""What"" and ""Why"" of Goal Pursuits: Human Needs and the Self-Determination of Behavior"
6632,A meta-analytic review of experiments examining the effects of extrinsic rewards on intrinsic motivation.
6633,On happiness and human potentials: a review of research on hedonic and eudaimonic well-being.
6634,A Theory of Fun for Game Design
6635,The Empirical Exploration of Intrinsic Motivational Processes1
6636,"Effects of Violent Video Games on Aggressive Behavior, Aggressive Cognition, Aggressive Affect, Physiological Arousal, and Prosocial Behavior: A Meta-Analytic Review of the Scientific Literature"
6637,At the Heart of It All: The Concept of Presence
6638,Psychological needs and the facilitation of integrative processes.
6639,On the causal effects of perceived competence on intrinsic motivation: A test of cognitive evaluation theory.
6640,Motivation reconsidered: the concept of competence.
6641,The independence of positive and negative affect.
6642,"Within-person variation in security of attachment: a self-determination theory perspective on attachment, need fulfillment, and well-being."
6643,Designing Virtual Worlds
6644,Cognitive Evaluation Theory: Effects of Extrinsic Rewards on Intrinsic Motivation
6645,"On energy, personality, and health: subjective vitality as a dynamic reflection of well-being."
6646,Violent video games: The newest media violence hazard.
6647,MEASURING PRESENCE: A LITERATURE-BASED APPROACH TO THE DEVELOPMENT OF A STANDARDIZED PAPER-AND-PENCIL INSTRUMENT
6648,"Killing monsters: Why children need fantasy, super heroes, and make-believe violence / Gerard Jones"
6649,A Validation of the Subjective Vitality Scale Using Structural Equation Modeling
6650,Everything bad is good for you : how today's popular culture is actually making us smarter
6651,Players Who Suit MUDs
6652,Digital Game Dynamics Preferences and Player Types
6653,Differences in motivation for sport and exercise and their relations with participation and mental health.
6654,Endangered Minds: Why Children Don't Think-and What We Can Do About It
6655,Flow : The Psychology of Optimal Experience
6656,Making learning fun: a taxonomy of intrinsic motivations for learning
6657,Relation of reward contingency and interpersonal context to intrinsic motivation: A review and test using cognitive evaluation theory.
6658,Self-determination in sport: A review using cognitive evaluation theory.
6659,Perfectionism Profiles and Anger Responses: The Relevant Role of Self-Esteem in Athletes of Professional Quarries
6660,The Application of Information Literacy with Association Rules for a Safe Cyber Environment System
6661,What video games have to teach us about learning and literacy
6662,Development of the asthma control test: a survey for assessing asthma control.
6663,Relationship between adherence to inhaled corticosteroids and poor outcomes among adults with asthma.
6664,Interventions to enhance patient adherence to medication prescriptions: scientific review.
6665,Adherence with twice-daily dosing of inhaled steroids. Socioeconomic and health-belief differences.
6666,Noncompliance and treatment failure in children with asthma.
6667,"The assessment of refill compliance using pharmacy records: methods, validity, and applications."
6668,Modifiable barriers to adherence to inhaled steroids among adults with asthma: it's not just black and white.
6669,Beliefs about medicines predict refill adherence to inhaled corticosteroids.
6670,Experiences of discrimination: validity and reliability of a self-report measure for population health research on racism and health.
6671,Patients with asthma who do not fill their inhaled corticosteroids: a study of primary nonadherence.
6672,The illness perception questionnaire: A new method for assessing the cognitive representation of illness
6673,"Race-ethnicity, crime, and other factors associated with adherence to inhaled corticosteroids."
6674,Review of psychosocial stress and asthma: an integrated biopsychosocial approach
6675,psychosocial Predictors of Self-Care Behaviors (Compliance) and Glycemic Control in Non-Insulin-Dependent Diabetes Mellitus
6676,Case-finding instruments for depression. Two questions are as good as many.
6677,Racial Differences in Blood Pressure Control: Potential Explanatory Factors
6678,Race and electronically measured adherence to immunosuppressive medications after deceased donor renal transplantation.
6679,Form C of the MHLC scales: a condition-specific measure of locus of control.
6680,"Locus of Control, Social Support, and Adherence to the Diabetes Regimen"
6681,"Relationship Between Health Locus of Control, Health Value, and Social Support and Compliance of Persons with Diabetes Mellitus"
6682,Do Asthma Medication Beliefs Mediate the Relationship Between Minority Status and Adherence to Therapy?
6683,Adherence intervention research: what have we learned and what do we do next?
6684,Using motivational interviewing to promote adherence to antiretroviral medications: A randomized controlled study
6685,Community violence and asthma morbidity: the Inner-City Asthma Study.
6686,Effects of Ethnicity on Psychotropic Medications Adherence
6687,Brief motivational interviewing as a clinical strategy to promote asthma medication adherence.
6688,"Relationships of asthma knowledge, self-management, and social support in African American adolescents with asthma."
6689,Understanding patient perceptions of asthma: results of the Asthma Control and Expectations (ACE) survey.
6690,Validation of the Duke Social Support and Stress Scale.
6691,Improving asthma care through recertification: a cluster randomized trial.
6692,Prescription drug co-payments and cost-related medication underuse.
6693,"A Structural Evaluation of the Expanded Multidimensional Health Locus of Control Scale with a Diverse Sample of Caucasian/European, Native, and Black Canadian Women"
