,0
3782,Information theoretic measures for clusterings comparison: is a correction for chance necessary?
3783,On the LASSO and its dual
3784,Dependency networks for genome-wide data
3785,A Reference Bayesian Test for Nested Hypotheses and its Relationship to the Schwarz Criterion
3786,"Simultaneous Modelling of Covariance Matrices : GLM , Bayesian and Nonparametric Perspectives"
3787,Neural networks and physical systems with emergent collective computational abilities.
3788,The horseshoe estimator for sparse signals
3789,Fixing Max-Product: Convergent Message Passing Algorithms for MAP LP-Relaxations
3790,Staged Mixture Modelling and Boosting
3791,"The Theory That Would Not Die: How Bayes' Rule Cracked the Enigma Code, Hunted Down Russian Submarines, and Emerged Triumphant from Two Centuries of Controversy"
3792,Object recognition from local scale-invariant features
3793,SoRec: social recommendation using probabilistic matrix factorization
3794,Multi-task learning with Gaussian processes
3795,Bayesian analysis of binary and polychotomous response data
3796,Generalized Power Method for Sparse Principal Component Analysis
3797,Exact Bayesian curve fitting and signal segmentation
3798,Globally optimal solutions for energy minimization in stereo vision using reweighted belief propagation
3799,Clustering Large Graphs via the Singular Value Decomposition
3800,Atomic Decomposition by Basis Pursuit
3801,Mathematical Statistics and Data Analysis
3802,Structure learning in random fields for heart motion abnormality detection
3803,From Sparse Solutions of Systems of Equations to Sparse Modeling of Signals and Images
3804,A modern Bayesian look at the multi-armed bandit
3805,k-means++: the advantages of careful seeding
3806,MCMC Data Association and Sparse Factorization Updating for Real Time Multitarget Tracking with Merged and Multiple Measurements
3807,A Random Walks View of Spectral Segmentation
3808,Nonlinear Inverse Reinforcement Learning with Gaussian Processes
3809,Linear-time inference in Hierarchical HMMs
3810,Inference of population structure using multilocus genotype data.
3811,Combinatorial Optimization: Algorithms and Complexity
3812,Learning Systems of Concepts with an Infinite Relational Model
3813,The Cluster Variation Method for Efficient Linkage Analysis on Extended Pedigrees
3814,On the Difference Between Orthogonal Matching Pursuit and Orthogonal Least Squares
3815,A Shrinkage Approach to Large-Scale Covariance Matrix Estimation and Implications for Functional Genomics
3816,Generalized Sparse Additive Models
3817,Bayesian covariance matrix estimation using a mixture of decomposable graphical models
3818,A Bayesian CART algorithm
3819,Discovering Multiple Constraints that are Frequently Approximately Satisfied
3820,Partially Adaptive Estimation of Regression Models via the Generalized T Distribution
3821,Population Genetics Theory - The Past and the Future
3822,Dual Decomposition for Parsing with Non-Projective Head Automata
3823,Normalized cuts and image segmentation
3824,Constraint Processing
3825,Piecewise Bounds for Estimating Bernoulli-Logistic Latent Gaussian Models
3826,Optimal predictive model selection
3827,Efficient implementation of graph algorithms using contraction
3828,Cognitron: A self-organizing multilayered neural network
3829,Fast Bayesian Matching Pursuit: Model Uncertainty and Parameter Estimation for Sparse Linear Models
3830,Pattern Classification
3831,"Forecasting, Structural Time Series Models and the Kalman Filter"
3832,Practical Markov Chain Monte Carlo
3833,Model selection and estimation in regression with grouped variables
3834,The ALARM Monitoring System: A Case Study with two Probabilistic Inference Techniques for Belief Networks
3835,TrueSkill™: A Bayesian Skill Rating System
3836,The Bayesian Lasso
3837,Probabilistic Visualisation of High-Dimensional Binary Data
3838,The Adaptive Lasso and Its Oracle Properties
3839,18 A pr 2 00 6 Discrete Component Analysis
3840,Feature hashing for large scale multitask learning
3841,Discrete Filtering Using Branching and Interacting Particle Systems
3842,Deriving TF-IDF as a Fisher Kernel
3843,CONDENSATION—Conditional Density Propagation for Visual Tracking
3844,Automatic dimensionality selection from the scree plot via the use of profile likelihood
3845,Bayesian model averaging is not model combination
3846,Adaptive Forward-Backward Greedy Algorithm for Sparse Learning with Linear Models
3847,SPEEDING UP THE INFERENCE IN GAUSSIAN PROCESS MODELS
3848,A note on the evidence and Bayesian Occam's razor
3849,Deterministic Latent Variable Models and Their Pitfalls
3850,Time Series Analysis by State Space Methods
3851,iQSP: A Sequence-Based Tool for the Prediction and Analysis of Quorum Sensing Peptides via Chou’s 5-Steps Rule and Informative Physicochemical Properties
3852,Variational Bayesian Mixture of Robust CCA Models
3853,"Conditional simulation from highly structured Gaussian systems, with application to blocking-MCMC for the Bayesian analysis of very large linear models"
3854,Sparse regression as a sparse eigenvalue problem
3855,Learning Logical Definitions from Relations
3856,Sparse Minimum Discrepancy Approach to Sufficient Dimension Reduction with Simultaneous Variable Selection in Ultrahigh Dimension
3857,Collaborative competitive filtering: learning recommender using context of user choice
3858,Walk-Sum Interpretation and Analysis of Gaussian Belief Propagation
3859,On Spectral Clustering: Analysis and an algorithm
3860,Capacity and complexity of HMM duration modeling techniques
3861,Deep Learning via Semi-supervised Embedding
3862,On Discriminative Joint Density Modeling
3863,Decomposing Bayesian networks: triangulation of the moral graph with genetic algorithms
3864,JAGS: A program for analysis of Bayesian graphical models using Gibbs sampling
3865,New extension of the Kalman filter to nonlinear systems
3866,Efficient Bayesian Parameter Estimation in Large Discrete Domains
3867,The Ising/Potts model is not well suited to segmentation tasks
3868,Markov Chain Monte Carlo Data Association for Multi-Target Tracking
3869,Bayesian Inference For Nondecomposable Graphical Gaussian Models.
3870,Learning to rank using gradient descent
3871,Sparse Representation for Color Image Restoration
3872,Statistical Analysis with Missing Data.
3873,A Dozen Tricks with Multitask Learning
3874,Following a moving target—Monte Carlo inference for dynamic Bayesian models
3875,Mixtures of factor analyzers: an extension with covariates
3876,A Statistical View of Some Chemometrics Regression Tools
3877,Causal Protein-Signaling Networks Derived from Multiparameter Single-Cell Data
3878,An Efficient EM-based Training Algorithm for Feedforward Neural Networks
3879,Representing hierarchical POMDPs as DBNs for multi-scale robot localization
3880,The EM algorithm for graphical association models with missing data
3881,Positive matrix factorization: A non-negative factor model with optimal utilization of error estimates of data values†
3882,Thin Junction Tree Filters for Simultaneous Localization and Mapping
3883,Penalized Regressions: The Bridge versus the Lasso
3884,Blind separation of mixture of independent sources through a quasi-maximum likelihood approach
3885,The Barzilai and Borwein Gradient Method for the Large Scale Unconstrained Minimization Problem
3886,EM Algorithms for Ordered Probit Models with Endogenous Regressors
3887,Bayesian Statistics and Marketing
3888,Minimizing sparse higher order energy functions of discrete variables
3889,SEMIPARAMETRIC REGRESSION AND GRAPHICAL MODELS
3890,Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information
3891,Nonparametric regression and generalized linear models
3892,A Theory of Inferred Causation
3893,Hierarchical latent class models for cluster analysis
3894,The EM algorithm for the extended finite mixture of the factor analyzers model
3895,An adaptive color-based particle filter
3896,Updating Markov Chains with an Eye on Google's PageRank
3897,"ML ESTIMATION OF THE t DISTRIBUTION USING EM AND ITS EXTENSIONS, ECM AND ECME"
3898,A tutorial on statistical methods for population association studies
3899,Probability functions on complex pedigrees
3900,Maximum likelihood for blind separation and deconvolution of noisy signals using mixture models
3901,An Upper-Level Ontology for the Biomedical Domain
3902,A Constrained EM Algorithm for Principal Component Analysis
3903,On optimal and data based histograms
3904,Multinomial probit and multinomial logit: a comparison of choice models for voting research
3905,Heteroscedastic discriminant analysis and reduced rank HMMs for improved speech recognition
3906,Maximum likelihood bounded tree-width Markov networks
3907,Stability Selection
3908,Online Continuous Mapping using Gaussian Process Implicit Surfaces
3909,The Counter-intuitive Non-informative Prior for the Bernoulli Family
3910,Bayesian Generalized Linear Models in a Terabyte World
3911,An isotropic Gaussian mixture can have more modes than components
3912,Scoring rules and the inevitability of probability
3913,Practical implementation of an efficient forward-backward algorithm for an explicit-duration hidden Markov model
